Card#,Title,Artist,Year,URL,Hashed Info,Youtube-Title,ISRC
19,Anywhere,Rita Ora,2018,https://www.youtube.com/watch?v=ksdAs4LBRq8,5855cac387ce83ceae44998cf9bc89ea090bf68e240574ad7292290578457314,Rita Ora - Anywhere [Official Video],GBAHS1701111
20,Can't Take My Eyes off You,Frankie Valli,1967,https://www.youtube.com/watch?v=iObGpqXKBdY,815562713c21580c0fcb4db80e5658fc84363891d46756ead545ac10904978df,Cant Take My Eyes off You,USRH11000238
21,High Hopes,Panic! At The Disco,2018,https://www.youtube.com/watch?v=GJY8OMJXRAk,b279e59289c9a658d62907a89f6837adf8192f9fd4b21461b43cff94667a496b,High Hopes,USAT21801174
22,Love Me Like You Do,Ellie Goulding,2015,https://www.youtube.com/watch?v=725WlG1idPc,1ea7601096f1e895b6ab80e4b822bf897716115b987a8031d4a05b40a0f92be2,Ellie Goulding - Love Me Like You Do (Official Audio),GBUM71406823
23,"Sugar, Sugar",The Archies,1969,https://www.youtube.com/watch?v=Om5O6GL7cLY,b5972e082451ecb7ab32e4655b7de0f5e583c7a9790ccb41835ef4c8ae1d25bf,Sugar Sugar,NLG620400826
24,I Follow Rivers,Triggerfinger,2012,https://www.youtube.com/watch?v=vYAejDztNhk,2d9a72523bbf0febd4a49b48faf5de4b4f15ba13e2d27efa55f739ae86ef5a73,Triggerfinger - I Follow Rivers (Radio Edit),BEN151200019
25,Mr Boombastic,Shaggy,1995,https://www.youtube.com/watch?v=TeNjhglXm6w,0c543049d26185aadc9cb0e20453eb6cf9bf35ac958aefdf837483f4acc5aea5,Boombastic,FR8GV1904450
26,Because You Loved Me,Celine Dion,1996,https://www.youtube.com/watch?v=fpl4if07ics,b8a1b24756ab73fa305a98b328a3521f91ef96be31287fe60016dc30f7a76930,"Céline Dion - Because You Loved Me (Theme from ""Up Close and Personal"")(Audio)",USSM19504296
27,Whatever It Takes,Imagine Dragons,2017,https://www.youtube.com/watch?v=gOsM-DYAEhY,bc1fb475968cf79f4db2926724971d003e46e24b50c6449558ab11c9c48cce67,Imagine Dragons - Whatever It Takes (Official Music Video),USUM71703515
28,Take on Me,a-ha,1984,https://www.youtube.com/watch?v=djV11Xbc914,603e92df34d63bb3f7bddb4530c94b7fc1202af97ca1380c8430efb46a9f5116,a-ha - Take On Me (Official Video) [Remastered in 4K],USWB19901214
29,I Believe (give a little bit...),Joana Zimmer,2005,https://www.youtube.com/watch?v=5UUGt2p_hwY,bd2cda7b716db927bac4f1ca2bc17bd795106cf65d94b4b42f54b3a8a3f4d37f,Joana Zimmer - I Believe,DEN120408863
30,Hadschi Halef Omar,Dschinghis Khan,1979,https://www.youtube.com/watch?v=bEhcJf8XFXE,728c44e5c048077eee8509958d419ebcd475059a6baa788a9816db1d899c890b,Hadschi Halef Omar,DEC717900083
31,My Life Would Suck Without You,Kelly Clarkson,2009,https://www.youtube.com/watch?v=cRM70Jw7F4M,52e5cdab1e3893ff62bb72ce3daaeb65bfddc6a2ee6ce5f227711a20e73fae60,Kelly Clarkson - My Life Would Suck Without You,GBCTA0800348
32,I Can See Clearly Now,Johnny Nash,1972,https://www.youtube.com/watch?v=b0cAWgTPiwM,c40291dce7f4f8c395ab41c32dfbe1f2c620990e4adc130611415ea46c20208a,Johnny Nash - I Can See Clearly Now (Official Audio),GBBBN9999947
33,Words,F.R. David,1982,https://www.youtube.com/watch?v=nwrqQ2jYpwY,ed6d2c79464cc461558c121b8bdae2aea366bd480859648638aba9aa9eaa89dc,Words (Original Version 1983),FR6V81029402
34,You're The Greatest Lover,Luv',1978,https://www.youtube.com/watch?v=OO8pvsa3MGw,48a79647c67becad6a85803679ac7b41b6ea2264a39d2be742e276567fdde15f,You're The Greatest Lover,NLA307800001
35,I Only Wanna Be with You,Bay City Rollers,1976,https://www.youtube.com/watch?v=wTADOT31rnQ,f7905f8ba191e620f7b67fb71e358525bb441265c5f549c94396cd3214e61ec2,I Only Wanna Be with You,USAR17600112
36,Uptown Girl,Billy Joel,1983,https://www.youtube.com/watch?v=o-0Oect0nVQ,6f7b67ecf25a3d2c5bdbad5b409e65e46e14f1d3fffd45ca329777ee198241c8,Billy Joel - Uptown Girl (Audio),USSM18300270
37,Step by Step,New Kids On The Block,1990,https://www.youtube.com/watch?v=GDEDQ8TCzW8,ff3dc49e1acd33422f911101c244eac00d3cfae5c7c91efb2ea35502687cd304,Step by Step,USSM19917887
38,Flashdance...What a Feeling,Irene Cara,1983,https://www.youtube.com/watch?v=Q4TK82N1nEk,cfa805556be83c4d7d1f01126513f573026eae9601c6cc7b7241185665619071,Flashdance… What A Feeling,CAU118300354
39,Solang' man Träume noch leben kann,Münchener Freiheit,1987,https://www.youtube.com/watch?v=MfhWdhHV6fw,67e3ac82e8137ad16117c233f5ed7fa40fb9bc3b706259ee80811a7af11670c2,Solang man Träume noch leben kann,DEE869700867
40,Bad Habits,Ed Sheeran,2021,https://www.youtube.com/watch?v=HeOpRzcqKrE,76d22539d939804835a0577ed94efb3652305f30c5816424db9a6234c83d7648,Ed Sheeran - Bad Habits [Official Lyric Video],GBAHS2100318
41,Indianer,Pur,1993,https://www.youtube.com/watch?v=_WfxKi2o8_A,965fe535f9ca7f82b10f8436d2791fb131bc9481936049b901a22cfd2da4769c,Indianer,DEA349302123
42,It Must Have Been Love,Roxette,1990,https://www.youtube.com/watch?v=k2C5TjS2sh4,51afce2b1c06a2b7c0a25884a729db9830f02b126b46fd6d508add2710e443c8,Roxette - It Must Have Been Love (Official Music Video),SEAMA8777131
43,Nessaja,Peter Maffay,1983,https://www.youtube.com/watch?v=sNm7WmIxgec,7b71fb2b02e257e766a3cf6428c9239fd623e9193050df0bf364d9e62a9a959b,Nessaja,DEA818300093
44,I'm Outta Love,Anastacia,2000,https://www.youtube.com/watch?v=EpTgryswsZQ,4451c151864535711f2becb36531612a841b2f6f7df9cfbb49543fa500f0fcfd,I'm Outta Love,USSM19925562
45,Walk On the Wild Side,Lou Reed,1972,https://www.youtube.com/watch?v=oG6fayQBm9w,f71128137aa6fe0483964046ce3694956a95808c7579103f2462ed82da2dc8c3,Lou Reed - Walk on the Wild Side (Official Audio),USRC17201948
46,Ruby,Kaiser Chiefs,2007,https://www.youtube.com/watch?v=Q2IeFx48Bas,f77bbdbee17511bca74e137daf3c35d1eb37f6d8e9e73b9687b9620074356a42,Ruby,GBDVX0600080
47,Love Is In The Air,John Paul Young,1977,https://www.youtube.com/watch?v=ZWzWL-S05fg,962e987611afe71bd9fdae009fb715c2211c95e9a74afddae382890a8ab99011,Love Is in the Air,AUAP07800004
48,Bring It All Back,S Club,1999,https://www.youtube.com/watch?v=G-vBymB7sNQ,8daee990f921e695508fe734f0394948d940a910dc32362911954b237f4a0358,Bring It All Back,GBCVL9900001
49,Gonna Make You Sweat (Everybody Dance Now) (feat. Freedom Williams),C & C Music Factory,1990,https://www.youtube.com/watch?v=dQSNpUahA-I,0e85c4d1c29d1ff557a859eeb4d7cb34d8cbfd2e4bd3f097f6460b6ba0d574ae,Gonna Make You Sweat (Everybody Dance Now),USSM19000533
50,Don't Stop The Music,Rihanna,2007,https://youtu.be/yd8jh9QYfEs?t=12,b0ebc7ba636fe53865d629a8ef768aa917db75f5c3836c446bd8086124a8809c,Rihanna - Don't Stop The Music,USUM70734700
51,It's Now or Never,Elvis Presley,1960,https://www.youtube.com/watch?v=Uwelrtb8Oho,185b54c2ca9ac5e3ea886de47d991c824e76bd7c6551870661d87cb0c4dfc38f,Elvis Presley - It's Now or Never (Official Audio),USRC10200339
52,Kings & Queens,Ava Max,2020,https://www.youtube.com/watch?v=jH1RNk8954Q,86ffc1e627f228de25d441fdd43b1bb506602d5869891f3e1db7750d77d79825,Ava Max - Kings & Queens [Official Music Video],USAT21906943
53,New Age,Marlon Roudette,2011,https://youtu.be/Jk5kYjD9E1I?t=5,1a9ddee9c49c0a4e4098e8f8688d7d0d2a8b38c8cccd360948f4a02b2819482b,Marlon Roudette - New Age (Official Music Video),GB27E1100001
54,Tainted Love,Soft Cell,1981,https://www.youtube.com/watch?v=iNrHoGi4E6w,36da718a56ba63386545693769e6cba5acf887f63b56963b99c414ee1d492b75,Tainted Love,GBF088100017
55,"Marie, der letzte Tanz ist nur für dich",Rex Gildo,1973,https://www.youtube.com/watch?v=3nJJGqBhZlk,56bac443f099b5011a30bd005c9bf55afc0bbe56e742436b10154d86105d8fda,"Marie, der letzte Tanz ist nur für dich",DEA817400020
56,Say It Right,Nelly Furtado,2006,https://www.youtube.com/watch?v=bBHGHa8AahM,413fc495b8e3c93f550acc843e1f18beaeeb75ce9453b001cba1b71edcea4a47,Say It Right (Radio Edit),USUM70603368
57,Back for Good,Take That,1995,https://www.youtube.com/watch?v=N2ICtCO8TCw,92fa212fba71ce8181419ca40ca0c5c9f9405aac25abe25f95b711daeb014fd5,Take That - Back for Good (Official Video),GBARL9500020
58,Shake It Off,Taylor Swift,2014,https://www.youtube.com/watch?v=nfWlot6h_JM,257b398604d6195f01db10513216df89f6ab6dd1bbc8c0b4a078f269372d11bd,Taylor Swift - Shake It Off,USCJY1431349
59,How Will I Know (Who You Are),Jessica Folcker,1998,https://www.youtube.com/watch?v=5sJ4oxGDqzQ,cf427acab355d70a5f22c3a39a6426577dbbf1a576995033da95f640374fdeba,How Will I Know (Who You Are),NLA379800019
60,Marvin Gaye (feat. Meghan Trainor),Charlie Puth,2015,https://youtu.be/igNVdlXhKcI?t=9,ec47491e17b2c2f81e774e154c4b45041110c52c8d3b33cce147e95d1c1fa418,Charlie Puth - Marvin Gaye ft. Meghan Trainor [Official Video],USAT21500254
61,Hotel California,Eagles,1976,https://www.youtube.com/watch?v=BciS5krYL80,aef08fbc03eb9fd6757402c8b0aea669776b5a4838a09d91f9a1956b1e6d8e84,Hotel California (2013 Remaster),USEE11300353
62,Komm gib mir deine Hand,Tony Marshall,1971,https://www.youtube.com/watch?v=If40-PyRyxA,96a466eebb3df8b349e8eb103948c9d032d0468e20ffed456d2ceb3ac4fd71e7,Komm gib mir deine Hand,DEC717100004
63,Schickeria,Spider Murphy Gang,1981,https://www.youtube.com/watch?v=Ity1AA7pnFM,e1c216e711525ff3e8d7b8edc350769a6d89799e88645ecb04a0e1ecc852b01b,Schickeria,DEA348101052
64,"Ja, ja, die Katja, die hat ja",Heino,1980,https://www.youtube.com/watch?v=DJnaeEZS3go,40cd4c591199ceaeb35b26b25b938ef4af3d0b4238ac88e5c51e97f84ea051d1,"Ja, ja, die Katja, die hat ja",DEA348000473
65,Als wär's das erste Mal,Unheilig,2014,https://www.youtube.com/watch?v=R5ZWrQ-MX6Q,9c92cdccffe2fae888cd27f02dc90c3f3128737df90cb969d982501233d8d2d8,Als wär's das erste Mal,DEUM71400175
66,Amazing,INNA,2010,https://www.youtube.com/watch?v=czRYJCzGO3A,c7db88d886f20fb88f5383f3efe2479c337a6577c309eff3698d76a5fcc6f190,INNA - Amazing | Official Single (by Play & Win),ROROT0901606
67,Bye Bye Bye,*NSYNC,2000,https://www.youtube.com/watch?v=C27NShgTQE4,e06fde0a1eb9ceda207c4c4009a71465976a36ca552c2f790b03447ac24d002b,*NSYNC - Bye Bye Bye (Official Audio),USJI10000001
68,"Baby, Baby",Amy Grant,1991,https://www.youtube.com/watch?v=_YrNW2RtOH4,a6271956f15b3ccd4d04b7887c21a33d239a57c063aba26da6171dd22ac8f69c,Baby Baby (2021 Remastered Version),USSP30765178
69,Sexbomb,Tom Jones,1999,https://www.youtube.com/watch?v=KfGHjjovIe8,2fb35c615fee56d9e1463eb37cd2f053848690cde48da81e7352cadb1449d979,Sexbomb,GBBRL9970040
70,Up Where We Belong,Joe Cocker,1982,https://www.youtube.com/watch?v=Xlsx_CG02UE,d584e30fd47c4d33390818887a2508740f5d4620c89238f982d80bd661f53f71,Up Where We Belong,USIR28200024
71,Domino,Jessie J,2011,https://www.youtube.com/watch?v=FMtgC9lYt2w,1ca25d7dd430e99eed1c2ddffb243e5631bba2be8a308dd4d42e06faba53bc68,Domino,USUM71113573
72,Hold My Hand,Lady Gaga,2011,https://www.youtube.com/watch?v=O2CIAKVTOrc,bd5bd0753859e54aabe6f33dd04f832734af12718a2471fd24df79877cf9bb76,Lady Gaga - Hold My Hand (From “Top Gun: Maverick”) [Official Music Video],USUM72206231
73,It's Raining Men,The Weather Girls,1982,https://www.youtube.com/watch?v=4x6leDGV7gs,0b859c086bd5d3f4df259acc46a97d962bd5ddb0a6a9ab41e3021f7ac5e9529a,It's Raining Men,USSM19913325
74,Mit 17 hat man noch Träume,Peggy March,1965,https://www.youtube.com/watch?v=VmR0DapFn6U,a9270c7905dffcc8fd06fbcb217979aedfdd737da31c501cf9ee0389b6495e6b,Mit 17 hat man noch Träume,DEC766500001
75,Sommernacht in Rom,G.G. Anderson,1985,https://www.youtube.com/watch?v=qJiJ1NuV7ok,ba6303422dddb7b81453c24c1f6cbbb4afa1c92d9419eeca80ab6a2f1e923e51,G.G.Anderson - Sommernacht In Rom,DEC738800042
76,Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,Brian Hyland,1960,https://www.youtube.com/watch?v=n56E3kScoN8,c840052b9b4f3f95235356d1ec554c0aedd4489c7f94b7265c0c7b75501b1518,Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,USMC16051029
77,Post Malone (feat. RANI),Sam Feldt,2019,https://www.youtube.com/watch?v=c42wPUQpZ84,8d7f259215c10b52ec312bd4e727b1d1f9e129ff049a509d3b04639f6a322659,Post Malone (feat. RANI),NLZ541900734
78,Nächstes Mal am Ende der Welt,Valeries Garten,1992,https://www.youtube.com/watch?v=wmRqLQAnwJ8,d249a7f57d1fd8c599691bb1df97d065e1e01b900a509534ef859ed783869ae1,Nächstes Mal am Ende der Welt,DEU200600198
79,More Than This,Roxy Music,1982,https://www.youtube.com/watch?v=wwXtPu-iA4Q,d8badfcc56a9e17fd4a5c9ff988c2799054af889aa8acf88dd06fc2d040290f4,More Than This,GBAAA9900092
80,Come On Eileen,Dexys Midnight Runners,1982,https://www.youtube.com/watch?v=HwVnX4ZgliY,4b9ad7516e372d9feaedab1be4a66c93fcdff501ca8fd17e90003240294455c3,Come On Eileen (Single Edit),GBF088200006
81,Heaven Must Be Missing An Angel,Tavares,1976,https://www.youtube.com/watch?v=UiEH4H986Vg,0dbd9a9fd445cb82b00eee877c8258f61e4cdd2c43df37e8dcd2c032b73a2deb,Heaven Must Be Missing An Angel (Radio Edit),USCA28900559
82,I Don't Feel Like Dancin',Scissor Sisters,2006,https://www.youtube.com/watch?v=JBUs7P2kIAs,d329c62a47ed071bcce20b129b39d49c3279aec47789b1447027114278729aab,I Don't Feel Like Dancin',GBUM70602587
83,Let's Twist Again,Chubby Checker,1961,https://www.youtube.com/watch?v=Frw7U5X8dhg,fb85ec2cb4e037501658ca07177fbe9fd7b209fa622ccc741dca601f8b54ab6e,Let's Twist Again,USA176140170
84,Bamboléo,Gipsy Kings,1987,https://www.youtube.com/watch?v=NhGAQ6fjJxo,597b3b8a7cfc87f641b2fabf3b0cd181299fdb34adf6f0d2691e7bce93a1f1ca,Gipsy Kings - Bamboléo (Audio),GBARL0700397
85,Herzbeben,Helene Fischer,2017,https://www.youtube.com/watch?v=8ySJJMu8ReY,5f6f25b9db2eac6779768c129205611c0aa67ef6b27ac01ca4d3d04efe3d9f48,Herzbeben,DEUM71704905
86,I Kissed A Girl,Katy Perry,2008,https://www.youtube.com/watch?v=usvTbqTHwyw,eac97f0d0f725db858782837b69bf4e4576f388e05d6a34c19da3d548ef2658d,I Kissed A Girl,USCA20801738
87,Ironic,Alanis Morissette,1995,https://www.youtube.com/watch?v=Adu-EfJbuBs,8d5d2960efa5882e5e8f3d6aaec8ada8489c3eb266ec7b9fbb0c4f81501bdaa8,Ironic (2015 Remaster),USMV29400003
88,Mercy,Shawn Mendes,2016,https://www.youtube.com/watch?v=YfuyEdCpAp0,a59a423d678baad89ae0f300ce36d28bbbf4d13947b93564b40f49989f40a55f,Mercy,USUM71603531
89,Flying,Nice Little Penguins,1994,https://www.youtube.com/watch?v=iSqguQk55CI,dadb103ca46254b086725a0b13806600dc79cc9a95017bb86e83d38398902008,Flying,DKELA9400302
90,It's My Party,Lesley Gore,1963,https://www.youtube.com/watch?v=RjdH_NmmO0I,ba144059bbca38d2c3103f6bd26d02a280d1a828527a11b23213a7058fc963a4,It's My Party,USPR36205231
91,To All the Girls I've Loved Before,Julio Iglesias & Willie Nelson,1984,https://www.youtube.com/watch?v=7As9e3uLpV4,60e5daa1ced99f4ebeba49de9ce2f2a12330a7351db8aac5f03ea8cf7bb40492,Julio Iglesias - To All the Girls I've Loved Before (Official Audio),NLB630000270
92,Dann küss mich doch,Nicole,1992,https://www.youtube.com/watch?v=STIi47fPnyI,faf1972b938650b089bad18664cc8a1b75f73ba329c59d0cbfa86175e507bd3a,Dann küss mich doch,DEC719200001
93,Heaven Is A Place On Earth,Belinda Carlisle,1987,https://www.youtube.com/watch?v=UocN_FLb3To,3ac9bc9ba654bb55f9f13e7e55b119439146805c90bbabe3b02f963373a01635,Heaven Is a Place on Earth,GBAAA8700010
94,All By Myself,Eric Carmen,1975,https://www.youtube.com/watch?v=iN9CjAfo5n0,d27273d21fc428f6836439c5266e9b64e7d878c1063b46732becf84e02c15093,Eric Carmen - All by Myself (Audio),USAR10400530
95,I Love Your Smile,Shanice,1991,https://www.youtube.com/watch?v=zokhyLQloBI,c48c12e4712ec6a3943ce89c7eaa2d87a9b9ba06741a60bac8242a0e690a906f,I Love Your Smile,USMO19190003
96,Summer Son,Texas,1999,https://www.youtube.com/watch?v=wUfKbWyr-OM,8449eddd20c0f08fc050f0d34b441860fd90277f18759069e3ed178d69b93eda,Summer Son,GBF089900144
97,7 Seconds (feat. Neneh Cherry),Youssou N'Dour,1994,https://www.youtube.com/watch?v=QgWNByQJA4A,c0c4c23d78e94f5bd4386d44972f962ae8a4c61a2341402691df184173a671a8,7 Seconds,USSM10021897
98,Perfect Strangers,Jonas Blue,2016,https://www.youtube.com/watch?v=91byJDDV3mU,0e5566ae4e9bc8fa20d32e3f005b2a484917ef09fdeb18ad39da79057cebde14,Perfect Strangers,GBUM71602437
99,Rescue Me,Bell Book & Candle,1997,https://www.youtube.com/watch?v=zDcJXNkYtN8,91f65f353fe39129bd25b51f8d80a9ed1d6740c4b5a7ea55e51fac003fd6cf91,BELL BOOK AND CANDLE Rescue Me [ official music video ],DEC739700458
100,Ein Festival der Liebe,Jürgen Marcus,1973,https://www.youtube.com/watch?v=OK24JtP7Ifk,4cadb7e1febff59021460f9e50f2279fb849332b4ec46cbbd98b20c958dcaf89,Ein Festival der Liebe,DEA370803297
101,TiK ToK,Ke$ha,2009,https://www.youtube.com/watch?v=u5uSlUKBEDc,58c8bbbe84e5268681b46c63a53163a11ee11705d1cf244f4a6f377cef3a2db3,TiK ToK,USRC10900433
102,Livin' On A Prayer,Bon Jovi,1986,https://www.youtube.com/watch?v=YBdyc1WDlBQ,1542298e73bbbfd01630e900179cd1b29b0e14f7df94f332748b6a1d55d9b8fd,Livin' On A Prayer,USPR38619998
103,Symphonie,Silbermond,2004,https://www.youtube.com/watch?v=8bNHTgVhdYM,33d775ab35de153b0fedea90fef47634c4ee29b43cb5605e40965fbd2801a066,Symphonie,DEA810400356
104,Weather With You,Crowded House,1992,https://www.youtube.com/watch?v=NZ3Ck43m_ZY,c284235c57079ffbda6ea13bc0c0e462b2e9d27a9d29fdf0e2e872d63b1e1cec,Weather With You,USCA29100164
105,Downtown,Petula Clark,1964,https://www.youtube.com/watch?v=G8lk4ZTnbuc,6adea21eb25dbaec2a06a076be0a7d33b3e189271aefbe4a067e632927548247,Downtown,FRZ196400510
106,Felicità,Al Bano And Romina Power,1982,https://www.youtube.com/watch?v=_a6fMVxTEI8,45cb61925ac18ac94b448b48c0f56bcf6ccf848a7e86d4621a410534bb0fd5d1,Felicità,USBI10000114
107,Ich bin nicht mehr dein Clown (... die Manege ist leer),Olaf Henning,1997,https://www.youtube.com/watch?v=syrpXeCVpoc,98965a89f98adad077980785d67a8c36d54aa33043904ee3e02ffcf0c9f9db1a,Ich bin nicht mehr dein Clown (Original Version),DEG419700001
108,9 to 5,Dolly Parton,1980,https://www.youtube.com/watch?v=E4OzdyxbOuU,41eeafb9f7abc7c2066fb5a1178959654ed3c54cb106b2e89320ea50a8f17eee,9 to 5,USRN19400384
109,Don't Worry Be Happy,Bobby McFerrin,1988,https://www.youtube.com/watch?v=AFDOSq6Wxa0,a0561118b634d80890ca0b7f7f86329fecb2dae010e6625b0ff180cd4242b3cb,Don't Worry Be Happy,USEM38800361
110,I Can't Help Myself,Four Tops,1965,https://www.youtube.com/watch?v=8Jtokmp8zoE,fcd29bb5c031e353bf72363372a546f15ddbb1b562823453a48825e9d29c147e,"I Can't Help Myself (Sugar Pie, Honey Bunch)",USMO16582593
111,Joy To The World,Three Dog Night,1971,https://www.youtube.com/watch?v=EVcpKjXYa5c,8301332818f07fc5808155e388effa1a412bb48c7bf5af1bf4348ad74475a706,Joy To The World,USMC17047804
112,Made You Look,Meghan Trainor,2022,https://www.youtube.com/watch?v=2HKitdFks0o,6aba682cb8a14a97229f9c5cce6ce406786ed81fdd2378487953791b09ae8874,Meghan Trainor - Made You Look (Official Lyric Video),USSM12204574
113,Keeping Your Head Up,Birdy,2016,https://www.youtube.com/watch?v=SQfBYKz1XWY,368595b26bf87823b6475aabc8ccdf8916f8bcfcbe880fe1ca836f64af139332,Keeping Your Head Up,GBAHS1500572
114,Liebeskummer Lohnt Sich Nicht,Siw Malmkvist,1964,https://www.youtube.com/watch?v=Lz3S5HXyw4o,55da4c104b077be6f58524937b40fd82a7097fcda1385aaa9f3144fed8772e3d,Leibeskummer lohnt sich nicht,SEPQA1200908
115,Levitating,Dua Lipa,2020,https://www.youtube.com/watch?v=TUVcZfQe-Kw,c7a8b1dad16259e14c2e4588350e0b8fd45d335d898eade2fbf57fe63fbb0e6a,Dua Lipa - Levitating Featuring DaBaby (Official Music Video),GBAHT1901299
116,Beiß nicht gleich in jeden Apfel,Wencke Myhre,1966,https://www.youtube.com/watch?v=jUWTXq_mMjU,e1a7e4ef3948f7b2ab25471b95ffbcba49b3e15e60f6ff85fb170240ba815a59,Beiß nicht gleich in jeden Apfel,DEF066600760
117,Ein Stern (der deinen Namen trägt),DJ Ötzi & Nik P.,2006,https://www.youtube.com/watch?v=uMaoBvGPEvI,6c8aced4064bb39ce2ff0c1a768e401a6523ff24b661b382d811df362efe3569,Ein Stern (der deinen Namen trägt) (Radio Mix),DEUM70606360
118,Just the Way You Are,Bruno Mars,2010,https://www.youtube.com/watch?v=HBzyuCda2RI,63a78d7f3390ff80f3d46cae90b838f136b2f803aa9abb2bdf942ed9c617b734,Just the Way You Are,USAT21001269
119,The Joker,Steve Miller Band,1974,https://www.youtube.com/watch?v=q3mfENm6VJc,7ea81465ea1c697f8b29b7db65b9524adfcf2c6a454c3fb10319d444eddbd465,The Joker,USCA29100532
120,(Is This The Way To) Amarillo,Tony Christie,1971,https://www.youtube.com/watch?v=kyohWo3aZvw,61cec614fd302e969042288ca60c3504b5dfbfe53ff661e6a094324bf4427f3c,[Is This The Way To] Amarillo,USMC10200219
121,Book Of Love (feat. Polina),Felix Jaehn,2015,https://www.youtube.com/watch?v=6vyPU5ASG98,fa63ec17aab5eeaa3c15bc48e09e06c2156292628d35653beeffebe799014e62,Felix Jaehn - Book Of Love (Official Video) ft. Polina,DEUM71502573
122,"Küss mich, Halt mich, Lieb mich (Drei Haselnüsse für Aschenbrödel)",Ella Endlich,2009,https://www.youtube.com/watch?v=QBsIDPi3kko,5eb502723ea0e48ff0ed225a695a43b449e889c39db31f617942d275a5b5c923,"Küss mich, halt mich, lieb mich",DEZ651214396
